,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
64769,I,A,OWN,f,home_improvement, 36 months,Source Verified,10+ years,794.0,12450.0,6.03
47604,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,4 years,684.0,28000.0,17.57
46362,I,B,RENT,f,debt_consolidation, 36 months,Verified,10+ years,614.0,2436.86,11.67
16855,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,499.0,9008.68,15.99
95030,E,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,704.0,16000.0,8.39
39712,W,D,RENT,w,small_business, 36 months,Verified,7 years,654.0,15000.0,16.29
70062,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,,674.0,2578.68,16.99
86439,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,4 years,614.0,10000.0,7.69
72409,I,A,OWN,f,debt_consolidation, 36 months,Source Verified,3 years,534.0,4703.22,6.49
38251,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,794.0,12000.0,7.69
92069,E,C,RENT,w,moving, 36 months,Not Verified,< 1 year,639.0,3500.0,14.49
5169,I,C,RENT,f,house, 36 months,Verified,7 years,729.0,8000.0,12.39
44399,E,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,729.0,18775.0,17.57
71560,E,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,684.0,3537.89,18.99
48709,E,D,RENT,w,debt_consolidation, 60 months,Verified,7 years,514.0,16412.28,15.61
20132,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,8 years,714.0,15000.0,9.49
85176,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,2 years,749.0,14000.0,11.67
83812,W,B,RENT,f,debt_consolidation, 36 months,Verified,9 years,654.0,10000.0,12.49
14432,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,674.0,6000.0,10.49
50188,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,5 years,709.0,11850.0,7.12
25968,E,F,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,509.0,2953.8,22.99
81393,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,804.0,14375.0,11.67
60925,E,C,MORTGAGE,w,home_improvement, 60 months,Source Verified,7 years,614.0,3966.31,13.98
76566,E,B,RENT,f,credit_card, 36 months,Verified,10+ years,744.0,21025.0,11.67
84417,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,4 years,539.0,6775.04,19.52
97449,E,E,RENT,f,debt_consolidation, 36 months,Verified,3 years,529.0,955.42,18.99
60578,E,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,559.0,8476.55,16.99
32476,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,5 years,674.0,25000.0,8.39
97429,W,D,OWN,w,other, 36 months,Not Verified,7 years,649.0,19750.0,17.57
8216,I,B,RENT,f,credit_card, 36 months,Source Verified,4 years,549.0,6682.36,9.49
56568,I,C,MORTGAGE,w,credit_card, 60 months,Source Verified,7 years,624.0,4628.61,12.99
31170,E,B,RENT,w,credit_card, 36 months,Verified,10+ years,829.0,12000.0,9.49
5936,W,C,RENT,f,other, 36 months,Not Verified,3 years,604.0,2000.0,12.99
24084,W,C,RENT,f,credit_card, 36 months,Source Verified,7 years,519.0,2749.11,12.99
70685,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,9 years,574.0,6400.0,12.49
34891,I,G,RENT,w,debt_consolidation, 60 months,Source Verified,4 years,784.0,11175.0,25.83
84112,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,739.0,25000.0,8.39
43517,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,6 years,714.0,11000.0,6.03
29284,E,D,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,589.0,1279.87,17.14
16021,I,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,,619.0,3909.76,10.49
81333,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,499.0,3987.64,12.49
3510,W,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,694.0,12000.0,6.49
19253,I,B,RENT,w,debt_consolidation, 60 months,Source Verified,6 years,719.0,20000.0,11.44
2892,W,E,RENT,w,debt_consolidation, 60 months,Source Verified,1 year,684.0,15000.0,20.99
61706,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,824.0,16000.0,7.12
77176,E,D,RENT,w,other, 60 months,Source Verified,3 years,519.0,507.01,18.24
62570,W,C,RENT,w,moving, 36 months,Not Verified,< 1 year,689.0,1889.37,14.49
21901,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,659.0,996.46,10.49
43670,E,C,MORTGAGE,w,medical, 36 months,Not Verified,10+ years,774.0,3000.0,13.98
4776,I,A,OWN,f,debt_consolidation, 36 months,Not Verified,2 years,714.0,3000.0,6.99
19057,E,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,559.0,1550.34,15.99
81992,E,D,RENT,f,credit_card, 36 months,Verified,,779.0,7450.0,15.61
30538,E,C,RENT,w,debt_consolidation, 36 months,Verified,10+ years,539.0,4017.64,13.66
49865,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,674.0,25000.0,12.99
59760,E,D,MORTGAGE,w,credit_card, 60 months,Not Verified,10+ years,499.0,3031.24,18.24
11563,I,C,RENT,w,debt_consolidation, 60 months,Source Verified,1 year,629.0,5571.1,12.99
46320,E,D,MORTGAGE,w,credit_card, 60 months,Not Verified,5 years,569.0,16875.0,16.29
47442,I,A,OWN,w,credit_card, 36 months,Not Verified,5 years,614.0,2797.54,6.49
40045,I,B,MORTGAGE,w,home_improvement, 36 months,Source Verified,8 years,604.0,4005.92,12.49
76247,E,C,OWN,w,credit_card, 36 months,Source Verified,10+ years,724.0,24000.0,13.98
59315,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,534.0,569.82,15.61
14013,I,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,5 years,694.0,20000.0,15.59
57581,E,B,MORTGAGE,f,credit_card, 36 months,Verified,8 years,719.0,35000.0,12.49
91257,E,B,OWN,f,debt_consolidation, 36 months,Verified,10+ years,814.0,18825.0,10.15
74995,E,B,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,10+ years,699.0,12000.0,10.99
24471,I,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,6 years,699.0,25000.0,6.49
89072,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,5 years,589.0,10130.45,9.17
84666,E,D,RENT,f,major_purchase, 36 months,Not Verified,10+ years,574.0,8088.98,16.99
27151,I,A,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,734.0,15400.0,6.99
50754,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,4 years,639.0,5854.99,13.35
66909,I,D,MORTGAGE,w,other, 36 months,Verified,5 years,679.0,5500.0,15.61
50862,E,G,RENT,w,debt_consolidation, 60 months,Verified,1 year,599.0,6066.39,25.8
33660,I,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,9 years,784.0,35000.0,7.69
46014,I,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,579.0,8097.22,13.98
97784,E,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,829.0,30000.0,8.39
50359,I,E,OWN,w,home_improvement, 36 months,Verified,,679.0,8600.0,20.99
11099,W,D,RENT,w,debt_consolidation, 36 months,Verified,< 1 year,559.0,3786.36,16.49
1075,I,B,OWN,w,debt_consolidation, 60 months,Not Verified,7 years,589.0,4586.47,8.67
62520,E,B,RENT,f,credit_card, 36 months,Not Verified,< 1 year,654.0,11500.0,9.17
38660,I,D,RENT,w,debt_consolidation, 60 months,Verified,3 years,554.0,4883.29,15.61
24469,I,B,RENT,f,credit_card, 36 months,Not Verified,2 years,739.0,12000.0,9.49
44972,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,524.0,2006.1,7.69
97300,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,3 years,594.0,4972.78,12.49
10194,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,839.0,7500.0,6.03
42805,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,5 years,604.0,1958.95,13.98
89778,W,E,RENT,w,credit_card, 36 months,Verified,,619.0,1014.63,22.15
17713,W,C,OWN,f,debt_consolidation, 36 months,Verified,,709.0,9925.0,13.66
5129,E,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,499.0,1259.35,12.99
25317,I,C,MORTGAGE,f,home_improvement, 60 months,Source Verified,< 1 year,759.0,24000.0,12.99
76892,I,C,RENT,f,debt_consolidation, 36 months,Verified,2 years,589.0,10000.0,12.99
72862,W,B,RENT,f,credit_card, 36 months,Not Verified,2 years,564.0,13532.89,10.99
77756,I,A,RENT,f,credit_card, 36 months,Not Verified,2 years,724.0,9000.0,7.12
36899,W,D,RENT,f,small_business, 36 months,Verified,8 years,499.0,1456.49,16.29
11196,I,A,OWN,w,debt_consolidation, 36 months,Not Verified,4 years,654.0,2785.27,6.49
30094,E,A,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,779.0,25000.0,8.19
56463,I,D,MORTGAGE,w,credit_card, 60 months,Source Verified,2 years,549.0,2119.75,15.61
86339,E,B,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,669.0,10800.0,12.49
92935,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,1 year,554.0,14999.99,10.99
21188,E,C,RENT,w,credit_card, 36 months,Source Verified,1 year,529.0,1858.32,13.66
51675,E,A,RENT,f,credit_card, 36 months,Source Verified,2 years,744.0,28000.0,7.69
44649,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,6 years,564.0,2095.56,16.29
17362,E,C,RENT,f,other, 36 months,Source Verified,10+ years,589.0,187.52,12.39
77663,E,C,MORTGAGE,f,vacation, 36 months,Not Verified,6 years,709.0,10500.0,13.98
66303,I,C,MORTGAGE,f,credit_card, 36 months,Not Verified,3 years,709.0,7545.1,13.98
37062,I,C,MORTGAGE,w,credit_card, 60 months,Verified,1 year,679.0,35000.0,12.99
23737,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,5 years,554.0,666.63,17.14
73854,E,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,699.0,12000.0,7.69
44304,E,C,OWN,f,debt_consolidation, 36 months,Source Verified,4 years,534.0,5208.54,13.35
78496,I,B,RENT,w,debt_consolidation, 36 months,Not Verified,7 years,559.0,12000.0,11.67
73825,W,D,RENT,f,small_business, 60 months,Source Verified,10+ years,574.0,1617.61,18.24
69794,E,B,OWN,w,credit_card, 36 months,Source Verified,,624.0,6000.0,11.67
58475,I,E,MORTGAGE,w,medical, 36 months,Not Verified,6 years,499.0,1207.53,20.99
11566,I,B,MORTGAGE,f,credit_card, 36 months,Not Verified,< 1 year,724.0,10000.0,8.67
44571,E,C,RENT,w,small_business, 36 months,Not Verified,1 year,629.0,1055.39,14.49
29774,I,C,RENT,w,debt_consolidation, 36 months,Verified,8 years,699.0,15000.0,12.99
9897,E,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,6 years,749.0,30000.0,10.49
66485,E,E,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,3 years,499.0,1830.36,20.99
83293,E,B,MORTGAGE,w,credit_card, 60 months,Not Verified,1 year,814.0,15000.0,9.17
38809,I,C,RENT,w,debt_consolidation, 36 months,Not Verified,8 years,549.0,9718.81,13.35
59446,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,4 years,509.0,1040.07,12.99
47409,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,724.0,12000.0,6.03
37589,I,C,MORTGAGE,f,home_improvement, 36 months,Verified,9 years,729.0,18000.0,13.35
56292,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,694.0,15000.0,14.49
81365,W,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,664.0,21000.0,16.29
35517,E,B,RENT,w,credit_card, 36 months,Not Verified,3 years,759.0,5000.0,10.99
10005,I,C,RENT,w,debt_consolidation, 36 months,Verified,10+ years,504.0,1816.34,14.99
82510,E,D,RENT,f,other, 36 months,Verified,,739.0,4000.0,17.57
1941,I,A,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,754.0,2750.0,7.49
16479,I,A,RENT,f,credit_card, 36 months,Not Verified,1 year,729.0,5000.0,8.19
33675,I,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,9 years,504.0,9962.98,12.99
81811,I,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,6 years,509.0,1434.86,17.57
68400,W,C,OWN,f,home_improvement, 36 months,Verified,10+ years,589.0,6824.13,14.99
67797,E,D,MORTGAGE,w,small_business, 60 months,Verified,4 years,644.0,1452.13,16.99
66856,E,C,RENT,w,debt_consolidation, 36 months,Not Verified,10+ years,559.0,3689.55,13.35
28969,W,B,RENT,w,credit_card, 36 months,Source Verified,3 years,679.0,10000.0,10.49
11555,W,C,RENT,w,home_improvement, 36 months,Not Verified,10+ years,699.0,8400.0,13.66
86932,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,3 years,734.0,12000.0,6.03
37657,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,< 1 year,749.0,28000.0,8.39
41111,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,684.0,12000.0,11.67
18737,E,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,594.0,1991.79,12.99
80798,I,E,RENT,f,debt_consolidation, 60 months,Verified,,499.0,6392.19,22.15
1969,E,C,OWN,f,credit_card, 36 months,Source Verified,5 years,699.0,24000.0,13.66
47555,I,C,RENT,f,debt_consolidation, 36 months,Verified,,499.0,513.66,13.35
89288,E,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,574.0,809.14,14.49
43314,I,B,OWN,f,home_improvement, 36 months,Not Verified,10+ years,764.0,2000.0,9.17
35393,E,D,RENT,w,moving, 60 months,Not Verified,< 1 year,544.0,5057.97,18.24
41399,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,594.0,5860.29,16.29
16177,E,C,RENT,w,debt_consolidation, 36 months,Verified,,694.0,13625.0,12.99
12215,I,F,RENT,f,debt_consolidation, 60 months,Verified,< 1 year,549.0,542.39,24.99
39193,I,D,RENT,f,small_business, 36 months,Verified,5 years,499.0,6845.96,17.57
32423,E,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,< 1 year,539.0,3373.23,18.99
46662,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,779.0,16000.0,7.12
26336,E,D,MORTGAGE,w,other, 36 months,Source Verified,10+ years,539.0,2719.07,16.49
17091,I,E,RENT,f,house, 36 months,Verified,9 years,499.0,2318.72,18.54
45518,I,D,RENT,w,credit_card, 36 months,Not Verified,7 years,669.0,11500.0,16.99
81372,E,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,9 years,759.0,11175.0,10.99
30472,I,A,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,549.0,1789.37,8.19
39318,E,C,RENT,w,debt_consolidation, 36 months,Verified,,654.0,15000.0,12.99
3740,I,C,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,10+ years,664.0,16000.0,12.99
84194,I,C,RENT,f,debt_consolidation, 36 months,Verified,6 years,519.0,9088.6,14.99
6580,E,E,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,544.0,1819.04,18.54
39196,I,C,RENT,w,debt_consolidation, 36 months,Not Verified,1 year,614.0,6000.0,14.49
57638,W,B,MORTGAGE,f,credit_card, 36 months,Not Verified,9 years,744.0,15000.0,10.15
97988,I,C,RENT,f,moving, 36 months,Source Verified,< 1 year,774.0,9600.0,14.99
44659,E,E,RENT,w,debt_consolidation, 60 months,Source Verified,2 years,514.0,1905.48,18.99
32473,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,2 years,769.0,15000.0,8.39
88018,I,E,OWN,w,debt_consolidation, 36 months,Not Verified,10+ years,569.0,3000.0,18.99
80727,I,C,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,4 years,579.0,9155.02,14.99
38569,I,B,OWN,w,credit_card, 36 months,Verified,< 1 year,654.0,10000.0,9.17
17007,I,E,RENT,w,debt_consolidation, 36 months,Verified,1 year,654.0,7015.82,21.99
16349,W,A,MORTGAGE,w,vacation, 36 months,Not Verified,8 years,719.0,5000.0,8.19
61793,W,C,RENT,w,debt_consolidation, 60 months,Source Verified,8 years,559.0,1943.01,14.49
21197,E,D,RENT,f,major_purchase, 36 months,Verified,10+ years,669.0,2500.0,15.99
15055,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,789.0,35000.0,15.59
1893,W,A,OWN,f,debt_consolidation, 36 months,Not Verified,< 1 year,729.0,10000.0,6.03
83552,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,< 1 year,594.0,3084.91,14.99
36016,I,A,RENT,w,credit_card, 36 months,Source Verified,10+ years,709.0,28000.0,7.12
48414,I,E,RENT,w,credit_card, 60 months,Source Verified,< 1 year,599.0,1411.63,20.2
11847,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,< 1 year,679.0,16000.0,6.99
1916,W,F,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,10+ years,514.0,1404.88,22.99
42897,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,614.0,3235.1,18.24
37425,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,734.0,7500.0,10.99
65858,E,E,MORTGAGE,w,small_business, 60 months,Verified,10+ years,544.0,455.59,19.52
12901,I,C,RENT,f,debt_consolidation, 36 months,Verified,,614.0,10000.0,14.31
16390,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,2 years,714.0,8000.0,8.67
83236,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,649.0,5450.0,14.99
67000,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,589.0,3867.98,15.61
55411,E,B,RENT,f,other, 36 months,Not Verified,10+ years,739.0,10000.0,11.67
91602,E,E,RENT,w,other, 60 months,Source Verified,10+ years,689.0,1471.29,20.2
28948,E,C,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,629.0,10946.64,12.39
87278,E,C,RENT,w,debt_consolidation, 36 months,Verified,2 years,499.0,5087.66,14.99
83582,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,509.0,16000.0,10.15
9193,I,A,MORTGAGE,f,major_purchase, 36 months,Source Verified,8 years,569.0,6519.91,8.19
39324,E,B,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,694.0,8000.0,10.99
67155,E,C,RENT,f,debt_consolidation, 36 months,Verified,5 years,684.0,6000.0,13.35
12701,E,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,584.0,1581.56,13.66
33515,I,G,MORTGAGE,w,home_improvement, 60 months,Verified,10+ years,604.0,3382.06,25.8
9139,E,B,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,774.0,14000.0,11.99
32786,I,B,MORTGAGE,f,credit_card, 36 months,Verified,10+ years,714.0,8000.0,10.15
80733,I,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,5 years,654.0,28000.0,12.49
56936,I,D,OWN,f,debt_consolidation, 36 months,Source Verified,10+ years,554.0,5926.61,18.24
10778,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,689.0,5500.0,8.19
41298,E,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,< 1 year,599.0,11290.8,12.99
1513,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,764.0,28000.0,6.99
7063,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,6 years,579.0,7475.0,13.66
94418,W,B,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,699.0,25000.0,9.17
18597,E,A,RENT,w,credit_card, 36 months,Source Verified,8 years,554.0,13542.52,6.49
53944,I,E,MORTGAGE,w,credit_card, 60 months,Not Verified,9 years,529.0,2414.25,22.15
99020,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,8 years,534.0,5627.33,17.57
59574,E,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,2 years,754.0,20000.0,9.17
92710,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,4 years,659.0,10000.0,12.99
7546,W,C,RENT,w,home_improvement, 36 months,Not Verified,5 years,699.0,6000.0,13.66
45759,E,D,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,619.0,6998.88,16.99
70173,I,E,RENT,f,debt_consolidation, 60 months,Source Verified,10+ years,644.0,1706.67,18.99
94460,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,529.0,5826.27,12.99
21241,E,E,OWN,w,house, 60 months,Source Verified,2 years,544.0,3593.06,21.99
38534,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,609.0,7038.32,12.49
16125,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,4 years,749.0,8000.0,7.49
63193,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,669.0,19750.0,22.15
5181,E,E,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,3 years,639.0,5986.48,18.54
86447,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,609.0,798.83,17.57
80571,I,C,MORTGAGE,f,credit_card, 60 months,Not Verified,10+ years,529.0,5408.57,13.35
53792,I,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,4 years,519.0,12556.79,19.52
80460,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,609.0,11242.27,13.35
14448,E,A,MORTGAGE,f,credit_card, 36 months,Not Verified,2 years,659.0,14000.0,8.19
68756,E,G,RENT,w,debt_consolidation, 60 months,Verified,10+ years,614.0,3261.12,25.89
58001,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,8 years,629.0,16000.0,13.98
29651,I,B,MORTGAGE,f,other, 36 months,Verified,,754.0,8000.0,11.44
58669,E,C,MORTGAGE,w,other, 36 months,Verified,10+ years,544.0,5385.93,14.99
90002,I,B,OWN,w,credit_card, 36 months,Source Verified,6 years,654.0,24000.0,10.99
93793,W,B,MORTGAGE,f,home_improvement, 36 months,Verified,4 years,679.0,20000.0,12.49
5758,I,F,MORTGAGE,w,other, 60 months,Source Verified,10+ years,584.0,2114.31,23.99
47463,E,C,RENT,w,credit_card, 36 months,Not Verified,10+ years,699.0,18075.0,13.98
39838,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,6 years,729.0,12000.0,9.17
49525,I,C,OWN,w,debt_consolidation, 36 months,Verified,,639.0,2724.43,14.99
42401,E,F,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,719.0,11250.0,25.57
96941,I,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,529.0,30625.0,19.52
